run_id,column,pandas_dtype,semantic_type,review_class
payment_latency_500_001,error_rate,float64,numeric,candidate_feature_review
payment_latency_500_001,latency_ms,float64,numeric,candidate_feature_review
payment_latency_500_001,cpu,float64,numeric,candidate_feature_review
payment_latency_500_001,memory,float64,numeric,candidate_feature_review
payment_latency_500_001,error_rps,float64,numeric,candidate_feature_review
payment_latency_500_001,has_requests,int64,numeric,candidate_feature_review
payment_latency_500_recovery_002,timestamp,object,categorical_or_text,time_key_review
payment_latency_500_recovery_002,service,object,categorical_or_text,entity_key_review
payment_latency_500_recovery_002,request_rate,float64,numeric,candidate_feature_review
payment_latency_500_recovery_002,error_rate,float64,numeric,candidate_feature_review
payment_latency_500_recovery_002,latency_ms,float64,numeric,candidate_feature_review
payment_latency_500_recovery_002,cpu,float64,numeric,candidate_feature_review
payment_latency_500_recovery_002,memory,float64,numeric,candidate_feature_review
payment_latency_500_recovery_002,error_rps,float64,numeric,candidate_feature_review
payment_latency_500_recovery_002,has_requests,int64,numeric,candidate_feature_review
payment_latency_500_003,timestamp,object,categorical_or_text,time_key_review
payment_latency_500_003,service,object,categorical_or_text,entity_key_review
payment_latency_500_003,request_rate,float64,numeric,candidate_feature_review
payment_latency_500_003,error_rate,float64,numeric,candidate_feature_review
payment_latency_500_003,latency_ms,float64,numeric,candidate_feature_review
payment_latency_500_003,cpu,float64,numeric,candidate_feature_review
payment_latency_500_003,memory,float64,numeric,candidate_feature_review
payment_latency_500_003,error_rps,float64,numeric,candidate_feature_review
payment_latency_500_003,has_requests,int64,numeric,candidate_feature_review
payment_latency_500_recovery_003,timestamp,object,categorical_or_text,time_key_review
payment_latency_500_recovery_003,service,object,categorical_or_text,entity_key_review
payment_latency_500_recovery_003,request_rate,float64,numeric,candidate_feature_review
payment_latency_500_recovery_003,error_rate,float64,numeric,candidate_feature_review
payment_latency_500_recovery_003,latency_ms,float64,numeric,candidate_feature_review
payment_latency_500_recovery_003,cpu,float64,numeric,candidate_feature_review
payment_latency_500_recovery_003,memory,float64,numeric,candidate_feature_review
payment_latency_500_recovery_003,error_rps,float64,numeric,candidate_feature_review
payment_latency_500_recovery_003,has_requests,int64,numeric,candidate_feature_review
payment_latency_500_004,timestamp,object,categorical_or_text,time_key_review
payment_latency_500_004,service,object,categorical_or_text,entity_key_review
payment_latency_500_004,request_rate,float64,numeric,candidate_feature_review
payment_latency_500_004,error_rate,float64,numeric,candidate_feature_review
payment_latency_500_004,latency_ms,float64,numeric,candidate_feature_review
payment_latency_500_004,cpu,float64,numeric,candidate_feature_review
payment_latency_500_004,memory,float64,numeric,candidate_feature_review
payment_latency_500_004,error_rps,float64,numeric,candidate_feature_review
payment_latency_500_004,has_requests,int64,numeric,candidate_feature_review
payment_latency_500_recovery_004,timestamp,object,categorical_or_text,time_key_review
payment_latency_500_recovery_004,service,object,categorical_or_text,entity_key_review
payment_latency_500_recovery_004,request_rate,float64,numeric,candidate_feature_review
payment_latency_500_recovery_004,error_rate,float64,numeric,candidate_feature_review
payment_latency_500_recovery_004,latency_ms,float64,numeric,candidate_feature_review
payment_latency_500_recovery_004,cpu,float64,numeric,candidate_feature_review
payment_latency_500_recovery_004,memory,float64,numeric,candidate_feature_review
payment_latency_500_recovery_004,error_rps,float64,numeric,candidate_feature_review
payment_latency_500_recovery_004,has_requests,int64,numeric,candidate_feature_review
payment_latency_500_005,timestamp,object,categorical_or_text,time_key_review
payment_latency_500_005,service,object,categorical_or_text,entity_key_review
payment_latency_500_005,request_rate,float64,numeric,candidate_feature_review
payment_latency_500_005,error_rate,float64,numeric,candidate_feature_review
payment_latency_500_005,latency_ms,float64,numeric,candidate_feature_review
payment_latency_500_005,cpu,float64,numeric,candidate_feature_review
payment_latency_500_005,memory,float64,numeric,candidate_feature_review
payment_latency_500_005,error_rps,float64,numeric,candidate_feature_review
payment_latency_500_005,has_requests,int64,numeric,candidate_feature_review
payment_latency_500_recovery_005,timestamp,object,categorical_or_text,time_key_review
payment_latency_500_recovery_005,service,object,categorical_or_text,entity_key_review
payment_latency_500_recovery_005,request_rate,float64,numeric,candidate_feature_review
payment_latency_500_recovery_005,error_rate,float64,numeric,candidate_feature_review
payment_latency_500_recovery_005,latency_ms,float64,numeric,candidate_feature_review
payment_latency_500_recovery_005,cpu,float64,numeric,candidate_feature_review
payment_latency_500_recovery_005,memory,float64,numeric,candidate_feature_review
payment_latency_500_recovery_005,error_rps,float64,numeric,candidate_feature_review
payment_latency_500_recovery_005,has_requests,int64,numeric,candidate_feature_review
payment_latency_500_006,timestamp,object,categorical_or_text,time_key_review
payment_latency_500_006,service,object,categorical_or_text,entity_key_review
payment_latency_500_006,request_rate,float64,numeric,candidate_feature_review
payment_latency_500_006,error_rate,float64,numeric,candidate_feature_review
payment_latency_500_006,latency_ms,float64,numeric,candidate_feature_review
payment_latency_500_006,cpu,float64,numeric,candidate_feature_review
payment_latency_500_006,memory,float64,numeric,candidate_feature_review
payment_latency_500_006,error_rps,float64,numeric,candidate_feature_review
payment_latency_500_006,has_requests,int64,numeric,candidate_feature_review
payment_latency_500_recovery_006,timestamp,object,categorical_or_text,time_key_review
payment_latency_500_recovery_006,service,object,categorical_or_text,entity_key_review
payment_latency_500_recovery_006,request_rate,float64,numeric,candidate_feature_review
payment_latency_500_recovery_006,error_rate,float64,numeric,candidate_feature_review
payment_latency_500_recovery_006,latency_ms,float64,numeric,candidate_feature_review
payment_latency_500_recovery_006,cpu,float64,numeric,candidate_feature_review
payment_latency_500_recovery_006,memory,float64,numeric,candidate_feature_review
payment_latency_500_recovery_006,error_rps,float64,numeric,candidate_feature_review
payment_latency_500_recovery_006,has_requests,int64,numeric,candidate_feature_review
cart_latency_500_002,timestamp,object,categorical_or_text,time_key_review
cart_latency_500_002,service,object,categorical_or_text,entity_key_review
cart_latency_500_002,request_rate,float64,numeric,candidate_feature_review
cart_latency_500_002,error_rate,float64,numeric,candidate_feature_review
cart_latency_500_002,latency_ms,float64,numeric,candidate_feature_review
cart_latency_500_002,cpu,float64,numeric,candidate_feature_review
cart_latency_500_002,memory,float64,numeric,candidate_feature_review
cart_latency_500_002,error_rps,float64,numeric,candidate_feature_review
cart_latency_500_002,has_requests,int64,numeric,candidate_feature_review
cart_latency_500_recovery_002,timestamp,object,categorical_or_text,time_key_review
cart_latency_500_recovery_002,service,object,categorical_or_text,entity_key_review
cart_latency_500_recovery_002,request_rate,float64,numeric,candidate_feature_review
cart_latency_500_recovery_002,error_rate,float64,numeric,candidate_feature_review
cart_latency_500_recovery_002,latency_ms,float64,numeric,candidate_feature_review
cart_latency_500_recovery_002,cpu,float64,numeric,candidate_feature_review
cart_latency_500_recovery_002,memory,float64,numeric,candidate_feature_review
cart_latency_500_recovery_002,error_rps,float64,numeric,candidate_feature_review
cart_latency_500_recovery_002,has_requests,int64,numeric,candidate_feature_review
cart_latency_500_003,timestamp,object,categorical_or_text,time_key_review
cart_latency_500_003,service,object,categorical_or_text,entity_key_review
cart_latency_500_003,request_rate,float64,numeric,candidate_feature_review
cart_latency_500_003,error_rate,float64,numeric,candidate_feature_review
cart_latency_500_003,latency_ms,float64,numeric,candidate_feature_review
cart_latency_500_003,cpu,float64,numeric,candidate_feature_review
cart_latency_500_003,memory,float64,numeric,candidate_feature_review
cart_latency_500_003,error_rps,float64,numeric,candidate_feature_review
cart_latency_500_003,has_requests,int64,numeric,candidate_feature_review
cart_latency_500_recovery_003,timestamp,object,categorical_or_text,time_key_review
cart_latency_500_recovery_003,service,object,categorical_or_text,entity_key_review
cart_latency_500_recovery_003,request_rate,float64,numeric,candidate_feature_review
cart_latency_500_recovery_003,error_rate,float64,numeric,candidate_feature_review
cart_latency_500_recovery_003,latency_ms,float64,numeric,candidate_feature_review
cart_latency_500_recovery_003,cpu,float64,numeric,candidate_feature_review
cart_latency_500_recovery_003,memory,float64,numeric,candidate_feature_review
cart_latency_500_recovery_003,error_rps,float64,numeric,candidate_feature_review
cart_latency_500_recovery_003,has_requests,int64,numeric,candidate_feature_review
cart_latency_500_004,timestamp,object,categorical_or_text,time_key_review
cart_latency_500_004,service,object,categorical_or_text,entity_key_review
cart_latency_500_004,request_rate,float64,numeric,candidate_feature_review
cart_latency_500_004,error_rate,float64,numeric,candidate_feature_review
cart_latency_500_004,latency_ms,float64,numeric,candidate_feature_review
cart_latency_500_004,cpu,float64,numeric,candidate_feature_review
cart_latency_500_004,memory,float64,numeric,candidate_feature_review
cart_latency_500_004,error_rps,float64,numeric,candidate_feature_review
cart_latency_500_004,has_requests,int64,numeric,candidate_feature_review
cart_latency_500_recovery_004,timestamp,object,categorical_or_text,time_key_review
cart_latency_500_recovery_004,service,object,categorical_or_text,entity_key_review
cart_latency_500_recovery_004,request_rate,float64,numeric,candidate_feature_review
cart_latency_500_recovery_004,error_rate,float64,numeric,candidate_feature_review
cart_latency_500_recovery_004,latency_ms,float64,numeric,candidate_feature_review
cart_latency_500_recovery_004,cpu,float64,numeric,candidate_feature_review
cart_latency_500_recovery_004,memory,float64,numeric,candidate_feature_review
cart_latency_500_recovery_004,error_rps,float64,numeric,candidate_feature_review
cart_latency_500_recovery_004,has_requests,int64,numeric,candidate_feature_review
cart_latency_500_005,timestamp,object,categorical_or_text,time_key_review
cart_latency_500_005,service,object,categorical_or_text,entity_key_review
cart_latency_500_005,request_rate,float64,numeric,candidate_feature_review
cart_latency_500_005,error_rate,float64,numeric,candidate_feature_review
cart_latency_500_005,latency_ms,float64,numeric,candidate_feature_review
cart_latency_500_005,cpu,float64,numeric,candidate_feature_review
cart_latency_500_005,memory,float64,numeric,candidate_feature_review
cart_latency_500_005,error_rps,float64,numeric,candidate_feature_review
cart_latency_500_005,has_requests,int64,numeric,candidate_feature_review
cart_latency_500_recovery_005,timestamp,object,categorical_or_text,time_key_review
cart_latency_500_recovery_005,service,object,categorical_or_text,entity_key_review
cart_latency_500_recovery_005,request_rate,float64,numeric,candidate_feature_review
cart_latency_500_recovery_005,error_rate,float64,numeric,candidate_feature_review
cart_latency_500_recovery_005,latency_ms,float64,numeric,candidate_feature_review
cart_latency_500_recovery_005,cpu,float64,numeric,candidate_feature_review
cart_latency_500_recovery_005,memory,float64,numeric,candidate_feature_review
cart_latency_500_recovery_005,error_rps,float64,numeric,candidate_feature_review
cart_latency_500_recovery_005,has_requests,int64,numeric,candidate_feature_review
cart_latency_500_006,timestamp,object,categorical_or_text,time_key_review
cart_latency_500_006,service,object,categorical_or_text,entity_key_review
cart_latency_500_006,request_rate,float64,numeric,candidate_feature_review
cart_latency_500_006,error_rate,float64,numeric,candidate_feature_review
cart_latency_500_006,latency_ms,float64,numeric,candidate_feature_review
cart_latency_500_006,cpu,float64,numeric,candidate_feature_review
cart_latency_500_006,memory,float64,numeric,candidate_feature_review
cart_latency_500_006,error_rps,float64,numeric,candidate_feature_review
cart_latency_500_006,has_requests,int64,numeric,candidate_feature_review
cart_latency_500_recovery_006,timestamp,object,categorical_or_text,time_key_review
cart_latency_500_recovery_006,service,object,categorical_or_text,entity_key_review
cart_latency_500_recovery_006,request_rate,float64,numeric,candidate_feature_review
cart_latency_500_recovery_006,error_rate,float64,numeric,candidate_feature_review
cart_latency_500_recovery_006,latency_ms,float64,numeric,candidate_feature_review
cart_latency_500_recovery_006,cpu,float64,numeric,candidate_feature_review
cart_latency_500_recovery_006,memory,float64,numeric,candidate_feature_review
cart_latency_500_recovery_006,error_rps,float64,numeric,candidate_feature_review
cart_latency_500_recovery_006,has_requests,int64,numeric,candidate_feature_review
checkout_latency_500_002,timestamp,object,categorical_or_text,time_key_review
checkout_latency_500_002,service,object,categorical_or_text,entity_key_review
checkout_latency_500_002,request_rate,float64,numeric,candidate_feature_review
checkout_latency_500_002,error_rate,float64,numeric,candidate_feature_review
checkout_latency_500_002,latency_ms,float64,numeric,candidate_feature_review
checkout_latency_500_002,cpu,float64,numeric,candidate_feature_review
checkout_latency_500_002,memory,float64,numeric,candidate_feature_review
checkout_latency_500_002,error_rps,float64,numeric,candidate_feature_review
checkout_latency_500_002,has_requests,int64,numeric,candidate_feature_review
checkout_latency_500_recovery_002,timestamp,object,categorical_or_text,time_key_review
checkout_latency_500_recovery_002,service,object,categorical_or_text,entity_key_review
checkout_latency_500_recovery_002,request_rate,float64,numeric,candidate_feature_review
checkout_latency_500_recovery_002,error_rate,float64,numeric,candidate_feature_review
checkout_latency_500_recovery_002,latency_ms,float64,numeric,candidate_feature_review
checkout_latency_500_recovery_002,cpu,float64,numeric,candidate_feature_review
checkout_latency_500_recovery_002,memory,float64,numeric,candidate_feature_review
checkout_latency_500_recovery_002,error_rps,float64,numeric,candidate_feature_review
checkout_latency_500_recovery_002,has_requests,int64,numeric,candidate_feature_review
checkout_latency_500_003,timestamp,object,categorical_or_text,time_key_review
checkout_latency_500_003,service,object,categorical_or_text,entity_key_review
checkout_latency_500_003,request_rate,float64,numeric,candidate_feature_review
checkout_latency_500_003,error_rate,float64,numeric,candidate_feature_review
checkout_latency_500_003,latency_ms,float64,numeric,candidate_feature_review
checkout_latency_500_003,cpu,float64,numeric,candidate_feature_review
checkout_latency_500_003,memory,float64,numeric,candidate_feature_review
checkout_latency_500_003,error_rps,float64,numeric,candidate_feature_review
checkout_latency_500_003,has_requests,int64,numeric,candidate_feature_review
checkout_latency_500_recovery_003,timestamp,object,categorical_or_text,time_key_review
checkout_latency_500_recovery_003,service,object,categorical_or_text,entity_key_review
checkout_latency_500_recovery_003,request_rate,float64,numeric,candidate_feature_review
checkout_latency_500_recovery_003,error_rate,float64,numeric,candidate_feature_review
checkout_latency_500_recovery_003,latency_ms,float64,numeric,candidate_feature_review
checkout_latency_500_recovery_003,cpu,float64,numeric,candidate_feature_review
checkout_latency_500_recovery_003,memory,float64,numeric,candidate_feature_review
checkout_latency_500_recovery_003,error_rps,float64,numeric,candidate_feature_review
checkout_latency_500_recovery_003,has_requests,int64,numeric,candidate_feature_review
checkout_latency_500_004,timestamp,object,categorical_or_text,time_key_review
checkout_latency_500_004,service,object,categorical_or_text,entity_key_review
checkout_latency_500_004,request_rate,float64,numeric,candidate_feature_review
checkout_latency_500_004,error_rate,float64,numeric,candidate_feature_review
checkout_latency_500_004,latency_ms,float64,numeric,candidate_feature_review
checkout_latency_500_004,cpu,float64,numeric,candidate_feature_review
checkout_latency_500_004,memory,float64,numeric,candidate_feature_review
checkout_latency_500_004,error_rps,float64,numeric,candidate_feature_review
checkout_latency_500_004,has_requests,int64,numeric,candidate_feature_review
checkout_latency_500_recovery_004,timestamp,object,categorical_or_text,time_key_review
checkout_latency_500_recovery_004,service,object,categorical_or_text,entity_key_review
checkout_latency_500_recovery_004,request_rate,float64,numeric,candidate_feature_review
checkout_latency_500_recovery_004,error_rate,float64,numeric,candidate_feature_review
checkout_latency_500_recovery_004,latency_ms,float64,numeric,candidate_feature_review
checkout_latency_500_recovery_004,cpu,float64,numeric,candidate_feature_review
checkout_latency_500_recovery_004,memory,float64,numeric,candidate_feature_review
checkout_latency_500_recovery_004,error_rps,float64,numeric,candidate_feature_review
checkout_latency_500_recovery_004,has_requests,int64,numeric,candidate_feature_review
checkout_latency_500_005,timestamp,object,categorical_or_text,time_key_review
checkout_latency_500_005,service,object,categorical_or_text,entity_key_review
checkout_latency_500_005,request_rate,float64,numeric,candidate_feature_review
checkout_latency_500_005,error_rate,float64,numeric,candidate_feature_review
checkout_latency_500_005,latency_ms,float64,numeric,candidate_feature_review
checkout_latency_500_005,cpu,float64,numeric,candidate_feature_review
checkout_latency_500_005,memory,float64,numeric,candidate_feature_review
checkout_latency_500_005,error_rps,float64,numeric,candidate_feature_review
checkout_latency_500_005,has_requests,int64,numeric,candidate_feature_review
checkout_latency_500_recovery_005,timestamp,object,categorical_or_text,time_key_review
checkout_latency_500_recovery_005,service,object,categorical_or_text,entity_key_review
checkout_latency_500_recovery_005,request_rate,float64,numeric,candidate_feature_review
checkout_latency_500_recovery_005,error_rate,float64,numeric,candidate_feature_review
checkout_latency_500_recovery_005,latency_ms,float64,numeric,candidate_feature_review
checkout_latency_500_recovery_005,cpu,float64,numeric,candidate_feature_review
checkout_latency_500_recovery_005,memory,float64,numeric,candidate_feature_review
checkout_latency_500_recovery_005,error_rps,float64,numeric,candidate_feature_review
checkout_latency_500_recovery_005,has_requests,int64,numeric,candidate_feature_review
checkout_latency_500_006,timestamp,object,categorical_or_text,time_key_review
checkout_latency_500_006,service,object,categorical_or_text,entity_key_review
checkout_latency_500_006,request_rate,float64,numeric,candidate_feature_review
checkout_latency_500_006,error_rate,float64,numeric,candidate_feature_review
checkout_latency_500_006,latency_ms,float64,numeric,candidate_feature_review
checkout_latency_500_006,cpu,float64,numeric,candidate_feature_review
checkout_latency_500_006,memory,float64,numeric,candidate_feature_review
checkout_latency_500_006,error_rps,float64,numeric,candidate_feature_review
checkout_latency_500_006,has_requests,int64,numeric,candidate_feature_review
checkout_latency_500_recovery_006,timestamp,object,categorical_or_text,time_key_review
checkout_latency_500_recovery_006,service,object,categorical_or_text,entity_key_review
checkout_latency_500_recovery_006,request_rate,float64,numeric,candidate_feature_review
checkout_latency_500_recovery_006,error_rate,float64,numeric,candidate_feature_review
checkout_latency_500_recovery_006,latency_ms,float64,numeric,candidate_feature_review
checkout_latency_500_recovery_006,cpu,float64,numeric,candidate_feature_review
checkout_latency_500_recovery_006,memory,float64,numeric,candidate_feature_review
checkout_latency_500_recovery_006,error_rps,float64,numeric,candidate_feature_review
checkout_latency_500_recovery_006,has_requests,int64,numeric,candidate_feature_review
payment_error_50_001,timestamp,object,categorical_or_text,time_key_review
payment_error_50_001,service,object,categorical_or_text,entity_key_review
payment_error_50_001,request_rate,float64,numeric,candidate_feature_review
payment_error_50_001,error_rate,float64,numeric,candidate_feature_review
payment_error_50_001,latency_ms,float64,numeric,candidate_feature_review
payment_error_50_001,cpu,float64,numeric,candidate_feature_review
payment_error_50_001,memory,float64,numeric,candidate_feature_review
payment_error_50_001,error_rps,float64,numeric,candidate_feature_review
payment_error_50_001,has_requests,int64,numeric,candidate_feature_review
payment_error_50_recovery_001,timestamp,object,categorical_or_text,time_key_review
payment_error_50_recovery_001,service,object,categorical_or_text,entity_key_review
payment_error_50_recovery_001,request_rate,float64,numeric,candidate_feature_review
payment_error_50_recovery_001,error_rate,float64,numeric,candidate_feature_review
payment_error_50_recovery_001,latency_ms,float64,numeric,candidate_feature_review
payment_error_50_recovery_001,cpu,float64,numeric,candidate_feature_review
payment_error_50_recovery_001,memory,float64,numeric,candidate_feature_review
payment_error_50_recovery_001,error_rps,float64,numeric,candidate_feature_review
payment_error_50_recovery_001,has_requests,int64,numeric,candidate_feature_review
payment_error_50_002,timestamp,object,categorical_or_text,time_key_review
payment_error_50_002,service,object,categorical_or_text,entity_key_review
payment_error_50_002,request_rate,float64,numeric,candidate_feature_review
payment_error_50_002,error_rate,float64,numeric,candidate_feature_review
payment_error_50_002,latency_ms,float64,numeric,candidate_feature_review
payment_error_50_002,cpu,float64,numeric,candidate_feature_review
payment_error_50_002,memory,float64,numeric,candidate_feature_review
payment_error_50_002,error_rps,float64,numeric,candidate_feature_review
payment_error_50_002,has_requests,int64,numeric,candidate_feature_review
payment_error_50_recovery_002,timestamp,object,categorical_or_text,time_key_review
payment_error_50_recovery_002,service,object,categorical_or_text,entity_key_review
payment_error_50_recovery_002,request_rate,float64,numeric,candidate_feature_review
payment_error_50_recovery_002,error_rate,float64,numeric,candidate_feature_review
payment_error_50_recovery_002,latency_ms,float64,numeric,candidate_feature_review
payment_error_50_recovery_002,cpu,float64,numeric,candidate_feature_review
payment_error_50_recovery_002,memory,float64,numeric,candidate_feature_review
payment_error_50_recovery_002,error_rps,float64,numeric,candidate_feature_review
payment_error_50_recovery_002,has_requests,int64,numeric,candidate_feature_review
payment_error_50_003,timestamp,object,categorical_or_text,time_key_review
payment_error_50_003,service,object,categorical_or_text,entity_key_review
payment_error_50_003,request_rate,float64,numeric,candidate_feature_review
payment_error_50_003,error_rate,float64,numeric,candidate_feature_review
payment_error_50_003,latency_ms,float64,numeric,candidate_feature_review
payment_error_50_003,cpu,float64,numeric,candidate_feature_review
payment_error_50_003,memory,float64,numeric,candidate_feature_review
payment_error_50_003,error_rps,float64,numeric,candidate_feature_review
payment_error_50_003,has_requests,int64,numeric,candidate_feature_review
payment_error_50_recovery_003,timestamp,object,categorical_or_text,time_key_review
payment_error_50_recovery_003,service,object,categorical_or_text,entity_key_review
payment_error_50_recovery_003,request_rate,float64,numeric,candidate_feature_review
payment_error_50_recovery_003,error_rate,float64,numeric,candidate_feature_review
payment_error_50_recovery_003,latency_ms,float64,numeric,candidate_feature_review
payment_error_50_recovery_003,cpu,float64,numeric,candidate_feature_review
payment_error_50_recovery_003,memory,float64,numeric,candidate_feature_review
payment_error_50_recovery_003,error_rps,float64,numeric,candidate_feature_review
payment_error_50_recovery_003,has_requests,int64,numeric,candidate_feature_review
payment_error_50_004,timestamp,object,categorical_or_text,time_key_review
payment_error_50_004,service,object,categorical_or_text,entity_key_review
payment_error_50_004,request_rate,float64,numeric,candidate_feature_review
payment_error_50_004,error_rate,float64,numeric,candidate_feature_review
payment_error_50_004,latency_ms,float64,numeric,candidate_feature_review
payment_error_50_004,cpu,float64,numeric,candidate_feature_review
payment_error_50_004,memory,float64,numeric,candidate_feature_review
payment_error_50_004,error_rps,float64,numeric,candidate_feature_review
payment_error_50_004,has_requests,int64,numeric,candidate_feature_review
payment_error_50_recovery_004,timestamp,object,categorical_or_text,time_key_review
payment_error_50_recovery_004,service,object,categorical_or_text,entity_key_review
payment_error_50_recovery_004,request_rate,float64,numeric,candidate_feature_review
payment_error_50_recovery_004,error_rate,float64,numeric,candidate_feature_review
payment_error_50_recovery_004,latency_ms,float64,numeric,candidate_feature_review
payment_error_50_recovery_004,cpu,float64,numeric,candidate_feature_review
payment_error_50_recovery_004,memory,float64,numeric,candidate_feature_review
payment_error_50_recovery_004,error_rps,float64,numeric,candidate_feature_review
payment_error_50_recovery_004,has_requests,int64,numeric,candidate_feature_review
payment_error_50_005,timestamp,object,categorical_or_text,time_key_review
payment_error_50_005,service,object,categorical_or_text,entity_key_review
payment_error_50_005,request_rate,float64,numeric,candidate_feature_review
payment_error_50_005,error_rate,float64,numeric,candidate_feature_review
payment_error_50_005,latency_ms,float64,numeric,candidate_feature_review
payment_error_50_005,cpu,float64,numeric,candidate_feature_review
payment_error_50_005,memory,float64,numeric,candidate_feature_review
payment_error_50_005,error_rps,float64,numeric,candidate_feature_review
payment_error_50_005,has_requests,int64,numeric,candidate_feature_review
payment_error_50_recovery_005,timestamp,object,categorical_or_text,time_key_review
payment_error_50_recovery_005,service,object,categorical_or_text,entity_key_review
payment_error_50_recovery_005,request_rate,float64,numeric,candidate_feature_review
payment_error_50_recovery_005,error_rate,float64,numeric,candidate_feature_review
payment_error_50_recovery_005,latency_ms,float64,numeric,candidate_feature_review
payment_error_50_recovery_005,cpu,float64,numeric,candidate_feature_review
payment_error_50_recovery_005,memory,float64,numeric,candidate_feature_review
payment_error_50_recovery_005,error_rps,float64,numeric,candidate_feature_review
payment_error_50_recovery_005,has_requests,int64,numeric,candidate_feature_review
product_catalog_error_50_001,timestamp,object,categorical_or_text,time_key_review
product_catalog_error_50_001,service,object,categorical_or_text,entity_key_review
product_catalog_error_50_001,request_rate,float64,numeric,candidate_feature_review
product_catalog_error_50_001,error_rate,float64,numeric,candidate_feature_review
product_catalog_error_50_001,latency_ms,float64,numeric,candidate_feature_review
product_catalog_error_50_001,cpu,float64,numeric,candidate_feature_review
product_catalog_error_50_001,memory,float64,numeric,candidate_feature_review
product_catalog_error_50_001,error_rps,float64,numeric,candidate_feature_review
product_catalog_error_50_001,has_requests,int64,numeric,candidate_feature_review
product_catalog_error_50_recovery_001,timestamp,object,categorical_or_text,time_key_review
product_catalog_error_50_recovery_001,service,object,categorical_or_text,entity_key_review
product_catalog_error_50_recovery_001,request_rate,float64,numeric,candidate_feature_review
product_catalog_error_50_recovery_001,error_rate,float64,numeric,candidate_feature_review
product_catalog_error_50_recovery_001,latency_ms,float64,numeric,candidate_feature_review
product_catalog_error_50_recovery_001,cpu,float64,numeric,candidate_feature_review
product_catalog_error_50_recovery_001,memory,float64,numeric,candidate_feature_review
product_catalog_error_50_recovery_001,error_rps,float64,numeric,candidate_feature_review
product_catalog_error_50_recovery_001,has_requests,int64,numeric,candidate_feature_review
product_catalog_error_50_002,timestamp,object,categorical_or_text,time_key_review
product_catalog_error_50_002,service,object,categorical_or_text,entity_key_review
product_catalog_error_50_002,request_rate,float64,numeric,candidate_feature_review
product_catalog_error_50_002,error_rate,float64,numeric,candidate_feature_review
product_catalog_error_50_002,latency_ms,float64,numeric,candidate_feature_review
